molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
409,15,1,0,1,0,47,3,-2,926.106,8.871,1267.416,791.752,423.059,52.605,0,2690.807,9,23.4,0.0292452,0.0553883,0.7381888,71.856,28.401,50.39,31.867,0.46,-1.698,-6.88,-4.938,0.061,-7.046,0.019,-6.681,8.658,0.881,19,-1.248,1,0,0,0,327.293,18,3,6,0,6,5,65,2,0.004
409,15,1,0,1,0,47,3,-2,926.106,7.379,1260.671,775.588,429.449,55.635,0,2681.268,9,23.4,0.0203072,0.0556846,0.7403832,71.503,28.34,50.194,31.915,0.371,-1.6,-6.88,-4.917,0.053,-7.094,0.017,-6.788,8.646,0.871,19,-1.262,1,0,0,0,327.743,18,3,6,0,6,5,65,2,0.004
409,13,1,0,1,0,47,3,-2,926.106,8.904,1233.554,726.448,461.983,45.123,0,2662.036,9,23.4,0.0297849,0.0569088,0.753037,70.633,28.06,50.257,31.999,0.062,-1.209,-6.88,-4.662,0.026,-7.302,0.008,-7.425,8.621,0.808,19,-1.265,1,0,0,0,330.85,18,3,6,0,6,5,65,2,0.002
409,12,1,0,1,0,47,3,-2,926.106,6.674,1191.115,713.045,432.317,45.753,0,2609.146,9,23.4,0.0170699,0.0589364,0.7695027,68.522,27.108,49.294,31.7,0.013,-0.607,-6.88,-4.399,0.05,-6.738,0.016,-6.876,8.531,0.738,19,-1.331,1,0,0,0,321.627,18,3,6,0,6,5,65,2,0.03
409,12,1,0,1,0,47,3,-2,926.106,6.278,1208.141,736.398,431.766,39.977,0,2624.366,9,23.4,0.0150163,0.0581058,0.761606,69.076,27.337,49.396,31.698,0.072,-0.847,-6.88,-4.499,0.05,-6.833,0.016,-6.886,8.497,0.703,19,-1.323,1,0,0,0,326.08,18,3,6,0,6,5,65,2,0.017
409,12,1,0,1,0,47,3,-2,926.106,5.646,1204.497,716.822,440.309,47.366,0,2622.829,9,23.4,0.0121553,0.0582816,0.7636122,69.085,27.397,49.429,31.797,0.02,-0.795,-6.88,-4.502,0.042,-6.905,0.013,-7.018,8.515,0.723,19,-1.319,1,0,0,0,324.721,18,3,6,0,6,5,65,2,0.014
409,12,1,0,1,0,47,3,-2,926.106,12.038,1176.315,694.445,433.455,48.415,0,2573.44,9,23.4,0.0563124,0.0596779,0.7720598,67.119,26.81,49.347,31.69,-0.192,-0.401,-6.88,-4.37,0.049,-6.719,0.015,-6.888,8.769,0.986,19,-1.402,1,0,0,0,322.014,18,3,6,0,6,5,65,2,0.048
409,12,1,0,1,0,47,3,-2,926.106,9.596,1165.536,675.032,438.255,52.249,0,2562.577,9,23.4,0.0359371,0.0602298,0.7770053,66.721,26.697,48.988,31.723,-0.267,-0.252,-6.88,-4.308,0.044,-6.71,0.014,-6.963,8.762,0.979,19,-1.41,1,0,0,0,323.062,18,3,6,0,6,5,65,2,0.057
409,15,1,0,1,0,47,3,-2,926.106,9.914,1247.91,759.888,431.168,56.855,0,2650.286,9,23.4,0.0370863,0.0562541,0.7421818,70.275,28.073,50.001,31.904,0.183,-1.415,-6.88,-4.894,0.051,-7.089,0.016,-6.816,8.696,0.903,19,-1.328,1,0,0,0,331.187,18,3,6,0,6,5,65,2,0.005
409,14,1,0,1,0,47,3,-2,926.106,8.102,1242.827,737.869,437.937,67.021,0,2642.443,9,23.4,0.0248422,0.0564841,0.7437462,70.058,28.094,49.816,32.007,0.107,-1.342,-6.88,-4.917,0.044,-7.149,0.014,-6.905,8.696,0.912,19,-1.34,1,0,0,0,330.59,18,3,6,0,6,5,65,2,0.005
409,15,1,0,1,0,47,3,-2,926.106,4.183,1271.364,791.186,434.628,45.55,0,2689.88,9,23.4,0.0065061,0.0552163,0.7357276,71.751,28.484,50.067,31.907,0.358,-1.756,-6.88,-4.944,0.047,-7.224,0.015,-6.919,8.513,0.692,19,-1.258,1,0,0,0,324.809,18,3,6,0,6,5,65,2,0.002
409,13,1,0,1,0,47,3,-2,926.106,2.435,1213.313,739.237,428.476,45.6,0,2655.31,9,23.4,0.0022327,0.0578581,0.7643088,70.368,27.54,49.707,31.726,0.293,-0.92,-6.88,-4.482,0.054,-6.761,0.017,-6.806,8.544,0.723,19,-1.243,1,0,0,0,325.608,18,3,6,0,6,5,65,2,0.017
409,12,1,0,1,0,47,3,-2,926.106,10.322,1214.983,731.531,432.31,51.142,0,2619.93,9,23.4,0.0406642,0.0577786,0.7564635,69.005,27.491,49.7,31.794,0.038,-0.944,-6.88,-4.635,0.05,-6.907,0.016,-6.857,8.687,0.859,19,-1.35,1,0,0,0,328.999,18,3,6,0,6,5,65,2,0.015
409,12,1,0,1,0,47,3,-2,926.106,7.651,1216.906,712.944,438.965,64.997,0,2617.994,9,23.4,0.0223571,0.0576873,0.7548957,69.06,27.653,49.51,31.938,-0.008,-0.971,-6.88,-4.727,0.043,-7.006,0.013,-6.931,8.664,0.84,19,-1.359,1,0,0,0,329.87,18,3,6,0,6,5,65,2,0.012
409,13,1,0,1,0,47,3,-2,926.106,10.124,1225.888,675.335,469.495,81.057,0,2650.149,9,23.4,0.0386735,0.0572646,0.7554883,70.5,28.221,50.44,32.276,-0.01,-1.099,-6.88,-4.794,0.022,-7.355,0.006,-7.437,8.627,0.839,19,-1.284,1,0,0,0,329.489,18,3,6,0,6,5,65,2,0.003
409,13,1,0,1,0,47,3,-2,926.106,7.694,1213.341,657.508,474.795,81.038,0,2639.897,9,23.4,0.0224237,0.0578568,0.7613309,70.09,28.057,50.14,32.282,-0.087,-0.92,-6.88,-4.699,0.02,-7.332,0.006,-7.535,8.615,0.829,19,-1.288,1,0,0,0,329.756,18,3,6,0,6,5,65,2,0.003
409,14,1,0,1,0,47,3,-2,926.106,8.684,1255.923,749.786,446.32,59.818,0,2660.939,9,23.4,0.0283397,0.0558951,0.7394213,70.729,28.348,50.103,32.046,0.135,-1.531,-6.88,-4.952,0.037,-7.313,0.011,-7.085,8.673,0.861,19,-1.312,1,0,0,0,332.593,18,3,6,0,6,5,65,2,0.002
409,14,1,0,1,0,47,3,-2,926.106,6.877,1248.394,733.767,449.817,64.81,0,2650.724,9,23.4,0.0178404,0.0562322,0.7419754,70.368,28.268,49.874,32.086,0.065,-1.422,-6.88,-4.935,0.034,-7.318,0.01,-7.131,8.644,0.831,19,-1.327,1,0,0,0,332.743,18,3,6,0,6,5,65,2,0.003
409,16,1,0,1,0,47,3,-2,926.106,13.117,1238.489,758.331,438.436,41.722,0,2648.523,9,23.4,0.0649633,0.056682,0.747496,70.06,27.885,50.362,31.828,0.123,-1.279,-6.88,-4.735,0.044,-7.102,0.013,-7.003,8.539,0.75,19,-1.314,1,0,0,0,329.512,18,3,6,0,6,5,65,2,0.005
409,14,1,0,1,0,47,3,-2,926.106,10.529,1235.814,755.33,441.979,38.506,0,2635.877,9,23.4,0.0420614,0.0568047,0.7467271,69.523,27.803,49.859,31.824,0.017,-1.241,-6.88,-4.733,0.04,-7.155,0.012,-7.08,8.553,0.763,19,-1.346,1,0,0,0,329.977,18,3,6,0,6,5,65,2,0.004
409,13,1,0,1,0,47,3,-2,926.106,6.796,1238.373,730.153,462.534,45.686,0,2634.408,9,23.4,0.0175323,0.0566873,0.7449076,69.533,28.027,49.624,32.018,-0.131,-1.278,-6.88,-4.796,0.026,-7.428,0.008,-7.433,8.735,0.936,19,-1.355,1,0,0,0,333.86,18,3,6,0,6,5,65,2,0.002
409,15,1,0,1,0,47,3,-2,926.106,8.389,1277.628,762.063,462.837,52.729,0,2668.91,9,23.4,0.0263685,0.0549456,0.7283103,70.981,28.743,50.144,32.163,0.023,-1.847,-6.88,-5.098,0.026,-7.688,0.008,-7.414,8.617,0.823,19,-1.33,1,0,0,0,333.289,18,3,6,0,6,5,65,2,0.001
409,13,1,0,1,0,47,3,-2,926.106,11.184,1243.445,739.479,447.525,56.44,0,2636.534,9,23.4,0.0474439,0.0564561,0.7422682,69.72,28.073,50.022,32.002,-0.011,-1.351,-6.88,-4.89,0.036,-7.286,0.011,-7.119,8.862,1.097,19,-1.359,1,0,0,0,329.316,18,3,6,0,6,5,65,2,0.003
409,13,1,0,1,0,47,3,-2,926.106,8.744,1229.987,724.805,448.373,56.809,0,2622.736,9,23.4,0.0291547,0.0570738,0.747769,69.172,27.85,49.621,31.978,-0.079,-1.157,-6.88,-4.803,0.035,-7.216,0.011,-7.133,8.866,1.102,19,-1.372,1,0,0,0,329.035,18,3,6,0,6,5,65,2,0.005
409,15,1,0,1,0,47,3,-2,926.106,6.828,1308.084,786.341,465.778,55.965,0,2713.916,9,23.4,0.0171808,0.0536663,0.7193279,72.813,29.38,50.626,32.278,0.243,-2.297,-6.88,-5.259,0.024,-7.872,0.007,-7.457,8.727,0.933,19,-1.255,1,0,0,0,333.457,18,3,6,0,6,5,65,2,0
409,15,1,0,1,0,47,3,-2,926.106,6.376,1270.5,751.377,453.392,65.731,0,2662.661,9,23.4,0.0152664,0.0552538,0.7312529,70.855,28.646,49.944,32.17,0.076,-1.743,-6.88,-5.113,0.031,-7.523,0.009,-7.194,8.588,0.793,19,-1.335,1,0,0,0,330.688,18,3,6,0,6,5,65,2,0.001
409,15,1,0,1,0,47,3,-2,926.106,10.529,1262.866,764.863,453.944,44.06,0,2682.554,9,23.4,0.0413262,0.0555878,0.7393328,71.444,28.466,50.556,32.008,0.192,-1.632,-6.88,-4.879,0.031,-7.407,0.009,-7.281,8.436,0.621,19,-1.263,1,0,0,0,328.715,18,3,6,0,6,5,65,2,0.001
409,14,1,0,1,0,47,3,-2,926.106,8.359,1236.971,726.134,460.03,50.806,0,2652.516,9,23.4,0.0263438,0.0567516,0.7491654,70.306,28.096,50.057,32.033,0.013,-1.258,-6.88,-4.752,0.027,-7.335,0.008,-7.369,8.439,0.623,19,-1.3,1,0,0,0,329.033,18,3,6,0,6,5,65,2,0.002
409,14,1,0,1,0,47,3,-2,926.106,6.282,1253.968,736.44,468.322,49.206,0,2663.794,9,23.4,0.0148136,0.0559823,0.7411035,70.742,28.413,50.03,32.119,-0.007,-1.503,-6.88,-4.875,0.023,-7.555,0.007,-7.527,8.786,0.973,19,-1.3,1,0,0,0,331.724,18,3,6,0,6,5,65,2,0.001
409,14,1,0,1,0,47,3,-2,926.106,3.963,1249.785,721.458,468.476,59.851,0,2659.955,9,23.4,0.0059052,0.0561696,0.7428693,70.69,28.418,49.921,32.183,-0.012,-1.442,-6.88,-4.897,0.023,-7.53,0.007,-7.493,8.76,0.942,19,-1.303,1,0,0,0,331.313,18,3,6,0,6,5,65,2,0.001
409,15,1,0,1,0,47,3,-2,926.106,7.861,1266.227,750.173,459.108,56.946,0,2677.896,9,23.4,0.023075,0.0554403,0.7365166,71.381,28.622,50.304,32.139,0.134,-1.681,-6.88,-4.986,0.028,-7.513,0.008,-7.33,8.699,0.899,19,-1.283,1,0,0,0,329.823,18,3,6,0,6,5,65,2,0.001
409,14,1,0,1,0,47,3,-2,926.106,5.419,1249.979,725.223,462.553,62.203,0,2659.892,9,23.4,0.0110393,0.056161,0.7427429,70.71,28.395,49.971,32.159,0.031,-1.445,-6.88,-4.91,0.026,-7.46,0.008,-7.375,8.691,0.888,19,-1.304,1,0,0,0,329.474,18,3,6,0,6,5,65,2,0.001
410,13,1,0,0,0,22,3,-2,645.611,4.871,852.36,373.851,472.934,5.575,0,1689.941,14,32.1,0.0140413,0.1409113,0.804988,47.404,20.354,54.497,52.295,-7.054,0.776,1.266,-5.44,0.081,-5.23,0.021,-10.166,9.467,-0.488,13,-2.471,1,0,0,0,315.683,19,3,24,0,24,19,44,2,0
411,11,0,0,0,0,12,3,-2,780.948,14.5,1095.065,798.163,278.087,18.815,0,2204.16,6,22.45,0.0953916,0.0502172,0.7479752,74.531,22.277,47.562,32.628,1.268,-5.87,-5.996,-5.7,22.845,-3.474,8.325,-5.426,10.21,0.509,8,-0.429,2,19.811,0,0,197.469,14,3,40,0,40,33,55,3,0
412,11,0,0,0,0,11,3,-2,764.949,7.97,1105.547,841.154,244.458,19.935,0,2196.659,5,20.75,0.0289187,0.0419687,0.7392017,74.884,21.911,44.203,29.513,1.885,-5.444,-6.411,-5.847,47.611,-3.082,18.412,-4.899,10.358,0.231,7,-0.126,2,42.095,0,0,183.237,13,2,40,0,40,33,54,1,0
413,16,0,0,0,0,18,4,-2,943.09,8.831,1300.795,894.612,381.604,24.579,0,2621.001,9,30.95,0.0297569,0.0713794,0.7067532,87.415,28.128,60.324,45.309,-0.823,-5.252,-5.602,-6.394,2.383,-5.615,0.723,-6.738,10.468,0.452,11,-1.384,1,0,0,0,281.981,19,3,46,0,46,38,66,2,0
414,12,0,0,0,0,11,4,-2,806.986,11.088,1169.457,902.428,248.011,19.019,0,2330.559,4,21.05,0.0527516,0.0359996,0.7269214,80.233,23.08,45.098,28.516,2.951,-7.558,-7.162,-6.041,44.057,-3.229,16.931,-4.967,10.301,0.171,6,0.108,1,47.734,0,0,201.085,14,2,40,0,40,33,57,1,0
414,11,0,0,0,0,11,4,-2,806.986,7.084,1179.45,921.826,238.514,19.11,0,2343.401,4,21.05,0.0214147,0.0356946,0.7234076,80.748,23.197,44.78,28.476,3.088,-7.717,-7.162,-6.099,54.209,-3.138,21.185,-4.792,10.337,0.206,6,0.132,1,50.143,0,0,199.07,14,2,40,0,40,33,57,1,0
414,13,0,0,0,0,11,4,-2,806.986,15.509,1186.466,919.784,247.879,18.802,0,2349.802,4,21.05,0.1023641,0.0354835,0.7204394,81.002,23.379,46.003,28.555,3.055,-7.829,-7.162,-6.145,44.184,-3.283,16.984,-4.966,10.26,0.142,6,0.142,1,48.362,0,0,200.121,14,2,40,0,40,33,57,1,0
414,11,0,0,0,0,11,4,-2,806.986,10.242,1186.682,925.181,242.546,18.954,0,2351.445,4,21.05,0.0446087,0.0354771,0.7206439,81.069,23.352,45.211,28.52,3.102,-7.832,-7.162,-6.143,49.64,-3.213,19.262,-4.867,10.29,0.161,6,0.146,1,49.545,0,0,194.387,14,2,40,0,40,33,57,1,0
415,7,1,0,1,0,26,4,-2,665.733,8.077,951.564,535.775,342.415,73.374,0,1918.707,6,16.7,0.0340022,0.0429887,0.7847529,54.639,20.208,36.687,24.339,-0.382,-2.605,-4.63,-4.283,0.354,-4.312,0.13,-7.138,8.675,0.693,9,-0.788,1,0,0,0,235.103,14,3,15,3,12,12,47,2,0
415,7,1,0,1,0,26,4,-2,665.733,7.195,940.761,522.77,333.423,84.567,0,1903.457,6,16.7,0.0271949,0.0434823,0.7895528,54.135,20.046,36.412,24.328,-0.384,-2.45,-4.63,-4.259,0.431,-4.171,0.16,-6.933,8.816,0.827,9,-0.811,1,0,0,0,235.755,14,3,15,3,12,12,47,2,0
416,7,0,0,0,0,25,5,-2,804.029,7.83,1010.201,814.532,157.658,38.011,0,2281.585,1,17,0.0268685,0.0168283,0.8296883,69.466,19.912,34.224,16.176,5.301,-3.67,-8.618,-4.469,316.831,-2.47,142.825,-1.891,9.62,0.305,12,0.178,1,63.87,0,0,167.539,13,3,18,0,18,16,57,1,2.21
417,8,1,0,0,0,9,8,1,813.978,8.293,1017.96,933.263,84.696,0,0,2245.966,0,22.5,0.030619,0,0.8147727,77.951,18.8,38.757,22.922,1.877,-1.042,-4.169,-5.255,388.708,-0.431,197.088,-4.279,9.45,-0.205,3,-1.263,2,58.369,0,0,178.435,16,2,28,3,12,22,57,0,3.889
418,7,1,0,0,0,18,2,-2,729.906,3.632,985.177,818.096,115.601,51.48,0,2037.399,3,18.1,0.006473,0.0318218,0.7889233,64.317,18.711,35.288,21.478,3.018,-3.235,-5.994,-5.919,197.95,-1.361,95.036,-3.803,9.399,-0.669,15,-0.247,1,59.801,0,0,132.027,12,2,33,0,32,23,52,1,0.067
419,1,0,0,0,0,6,1,-2,494.575,5.16,769.04,487.408,155.409,77.926,48.297,1458.238,2,8.45,0.0182619,0.015539,0.8086652,49.096,13.544,24.163,13.103,3.983,-6.35,-6.079,-5,332.781,-1.264,276.967,-3.533,10.633,1.033,4,0.641,1,95.408,48.297,0,115.045,6,0,17,0,17,12,35,1,0
420,0,0,0,0,0,5,1,-1,538.578,6.449,721.887,296.007,107.698,211.985,106.199,1413.973,1,8.2,0.0294108,0.0113591,0.8439623,49.247,13.355,23.219,12.107,4.638,-5.986,-7.416,-5.068,943.195,-0.485,1772.771,-2.278,9.843,0.934,3,0.625,3,94.386,84.456,0,100.131,6,1,22,0,22,12,37,1,0.003
421,1,0,0,0,0,5,2,-1,495.03,5.418,728.533,455.212,135.108,75.469,62.744,1429.922,1,7.7,0.0205317,0.0105692,0.842541,48.582,13.105,22.295,10.873,4.436,-6.106,-6.431,-4.44,518.413,-0.853,536.613,-3.264,10.591,0.997,4,0.771,3,100,33.808,0,99.486,5,0,17,0,17,12,34,1,0
422,1,0,0,0,0,5,2,-2,434.504,3.925,691.706,390.248,189.579,77.969,33.91,1298.964,2,8.45,0.0118623,0.0172763,0.832354,43.365,12.389,22.24,13.365,2.73,-5.158,-4.885,-4.617,157.805,-1.479,103.127,-4.259,10.603,0.991,4,0.296,3,82.27,33.91,0,122.069,6,0,17,0,17,12,31,0,0
423,0,0,0,0,0,4,0,-1,521.436,7.964,696.997,277.996,119.68,207.157,92.164,1377.284,1,8.2,0.0460514,0.0117648,0.8589141,48.375,14.117,23.202,12.311,4.275,-5.657,-7.064,-4.803,726.062,-0.533,1119.322,-2.611,9.941,0.776,4,0.578,3,90.224,0,0,99.835,6,1,22,0,22,12,35,0,0.003
424,0,0,0,0,0,5,0,-2,392.466,1.085,603.507,329.535,178.495,81.053,14.424,1138.241,3,8.15,0.0010347,0.0233903,0.8735852,36.962,11.273,21.086,14.261,1.83,-3.641,-4.133,-3.964,201.016,-1.262,104.771,-4.044,10.447,0.859,4,-0.01,3,78.883,14.424,0,106.162,5,0,17,0,17,12,28,0,0.006
425,1,0,0,2,0,8,1,-2,472.446,4.949,665.268,314.002,251.336,81.039,18.892,1269.453,4,11.45,0.0192974,0.0344222,0.8522743,40.287,13.186,25.996,18.959,1.787,-3.443,-4.402,-0.694,2.628,-2.179,1.651,-5.098,10.501,0.907,4,-0.668,1,44.92,14.43,0,151.81,8,0,17,0,17,12,32,1,0.001
426,0,0,0,0,0,4,1,-2,376.467,2.297,599.402,338.343,165.38,81.172,14.507,1127.952,2,7.4,0.0046779,0.0174594,0.8742596,37.193,10.863,19.326,12.18,2.17,-3.882,-4.147,-3.954,267.669,-1.085,142.929,-3.897,10.414,0.833,4,0.131,3,83.099,14.507,0,92.642,4,0,17,0,17,12,27,0,0.004
427,1,2,0,0,0,5,2,0,332.353,4.989,557.923,382.599,175.324,0,0,994.36,5,13.3,0.0250328,0.0533043,0.8635485,30.43,9.868,24.513,21.575,-2.097,0.107,0.777,-5.192,13.4,-0.508,5.724,-8.396,9.073,-0.05,5,-0.877,2,34.839,0,0,134.444,9,0,14,0,14,10,23,1,0.002
428,0,0,0,0,0,3,0,0,352.771,8.237,591.532,387.492,84.916,52.331,66.793,1031.802,0,7,0.0657599,0,0.8348036,33.712,9.211,15.499,8.333,2.183,-4.767,-3.963,-4.455,1551.117,-0.266,1846.319,-2.612,9.086,0.768,3,-0.387,3,96.835,0,0,82.433,6,0,14,0,14,3,24,0,0.235
429,0,1,0,0,0,6,2,1,517.766,2.122,797.685,690.058,76.636,24.749,6.241,1575.342,1,8.2,0.0028592,0.0102797,0.8208238,53.275,13.715,23.25,10.549,4.731,-5.497,-5.123,-5.275,463.508,-0.143,257.909,-4.331,9.064,0.255,5,1.004,3,89.404,0,0,73.749,5,1,22,0,17,20,36,0,0
429,0,1,0,0,0,6,2,1,517.766,3.533,798.293,671.864,81.731,24.737,19.96,1580.626,1,8.2,0.0078952,0.0102719,0.8220325,53.486,13.887,23.495,10.59,4.782,-5.567,-5.123,-5.256,414.71,-0.157,271.894,-4.425,9.116,0.223,5,1.019,3,88.839,0,0,72.858,5,1,22,0,17,20,36,0,0
430,5,0,0,0,0,2,0,1,156.267,1.902,401.146,361.245,39.901,0,0,662.347,1,1.7,0.005461,0.0042379,0.9160507,19.069,5.076,7.68,3.654,2.755,-2.593,-1.635,-2.89,4144.945,0.126,2300.46,-2.063,10.94,-2.959,1,0,3,100,0,0,20.891,1,0,6,0,6,6,11,0,3.205
431,1,0,0,0,0,1,4,1,298.378,2.654,511.555,486.485,25.07,0,0,932.04,0,5.65,0.007556,0,0.9020472,30.504,7.268,12.384,6.465,2.451,-2.79,-2.85,-3.117,5730.085,0.298,3264.618,-1.886,10.41,-0.52,0,-0.23,3,100,0,0,40.239,5,0,16,0,14,12,21,0,6.298
432,10,0,0,0,0,30,6,-2,914.184,5.586,1205.636,1044.695,134.887,26.054,0,2671.988,1,19,0.0116785,0.0157593,0.7723933,81.765,23.482,38.973,17.277,6.97,-5.405,-10.021,-5.339,520.912,-2.752,244.459,-1.033,8.443,0.231,13,0.517,1,77.508,0,0,190.061,14,3,18,0,18,16,65,1,0.333
433,10,0,0,0,0,33,6,-2,958.237,4.217,1154.026,989.459,138.328,26.239,0,2691.174,1,20.7,0.006608,0.0179372,0.8107944,80.608,22.967,39.631,18.19,6.341,-3.266,-10.188,-4.719,483.214,-2.828,225.394,-0.808,8.429,0.212,13,0.085,1,73.237,0,0,193.497,15,3,18,0,18,16,68,1,80.703
434,12,0,0,0,0,33,6,-2,958.237,7.594,1191.654,935.703,216.133,39.818,0,2720.177,1,20.7,0.0212021,0.0173708,0.7908236,81.898,24.167,40.567,18.902,5.982,-3.923,-10.188,-5.107,88.371,-3.729,35.928,-2.194,8.973,0.288,13,0.145,1,57.932,0,0,201.982,15,3,18,0,18,16,68,1,0.732
435,13,0,0,0,0,35,6,-2,1030.3,9.43,1314.682,1079.679,209.33,25.674,0,2934.123,0,20.7,0.0303068,0,0.7539277,89.041,26.176,41.466,17.15,6.938,-4.594,-11.394,-5.636,102.524,-4.001,42.186,-1.927,8.764,0.571,14,0.112,1,64.682,0,0,238.648,17,3,18,0,18,16,73,1,0.311
435,13,0,0,0,0,35,6,-2,1030.3,4.595,1211.638,1024.248,161.037,26.353,0,2853.408,0,20.7,0.0073989,0,0.802974,85.818,24.208,40.122,16.578,6.746,-2.641,-11.394,-4.846,294.298,-3.211,131.878,-1.034,8.393,0.179,14,-0.122,1,71.757,0,0,235.442,17,3,18,0,18,16,73,1,217.532
436,1,0,1,1,1,10,0,-2,508.635,14.301,754.275,376.874,289.446,86.762,1.192,1477.32,5.25,10.75,0.1384331,0.0326556,0.8316711,47.376,15.697,31.601,22.261,1.565,-3.478,-4.795,-1.488,2.687,-2.826,1.863,-7.651,8.614,0.452,7,-0.43,1,4.917,0,28.31,199.63,11,3,16,0,16,8,35,2,0
437,0,1,0,1,0,2,0,-2,392.405,5.672,643.664,367.835,198.691,40.654,36.484,1156.946,2,6,0.0278027,0.0131828,0.828034,39.251,10.866,19.726,11.307,0.832,-5.05,-4.199,-3.427,8.17,-1.001,6.108,-6.909,8.395,0.828,1,0.328,2,48.146,36.484,0,117.352,7,0,19,3,16,7,28,1,0
438,2,1,0,0,0,0,0,2,199.31,2.048,409.297,354.114,11.074,0,44.109,684.454,0,3.25,0.0061302,0,0.9176768,21.238,5.196,7.981,3.996,1.742,-1.244,-0.886,-3.59,1939.945,0.983,1954,-3.786,9.203,-0.237,1,-0.264,3,95.993,0,0,13.543,2,0,12,0,12,9,13,0,1.857
439,0,0,0,0,0,7,4,-2,588.564,4.558,784.01,516.618,178.965,88.427,0,1551.023,3,16.95,0.0133928,0.0374463,0.8265241,52.268,15.063,31.235,22.97,0.607,-3.598,-5.392,-4.761,198.965,-1.605,86.38,-3.834,8.643,0.311,8,-0.641,2,45.725,0,0,165.507,13,2,32,0,32,13,42,1,0.022
440,0,0,0,0,0,7,4,-2,588.564,4.558,784.01,516.618,178.965,88.427,0,1551.023,3,16.95,0.0133928,0.0374463,0.8265241,52.268,15.063,31.235,22.97,0.607,-3.598,-5.392,-4.761,198.965,-1.605,86.38,-3.834,8.643,0.311,8,-0.641,2,45.725,0,0,165.507,13,2,32,0,32,13,42,1,0.022
441,0,1,0,0,0,7,0,1,467.647,4.575,700.877,555.63,60.855,84.392,0,1394.084,2,5,0.0150148,0.0100889,0.8610915,45.948,12.556,20.621,8.704,4.953,-4.727,-5.823,-4.908,654.207,-0.007,345.971,-3.734,8.636,-0.261,4,1.098,3,100,0,0,53.685,5,0,23,3,20,15,34,0,0.002
442,1,1,0,1,0,6,0,-2,211.217,3.925,410.141,103.061,211.484,95.596,0,688.559,5,4.5,0.0223731,0.0245337,0.9194448,18.462,8.165,15.911,13.227,-2.052,-1.301,-0.921,-2.21,6.179,-1.067,2.85,-6.567,8.898,0.062,4,-0.863,2,29.083,0,0,110.9,5,0,6,0,6,0,15,1,0.016
443,0,1,0,1,0,5,0,-1,195.218,1.367,399.737,102.672,164.76,132.305,0,666.613,4,3.75,0.0028033,0.0187624,0.9232232,18.577,7.678,13.69,11.151,-1.42,-0.729,-0.909,-2.324,17.139,-0.628,8.586,-5.673,8.956,-0.298,3,-0.749,2,40.716,0,0,89.025,4,0,6,0,6,0,14,1,0.077
444,2,1,0,0,0,8,0,-2,460.44,6.543,647.036,202.375,323.134,121.527,0,1228.026,4,9.95,0.0348652,0.0307556,0.8571205,39.015,13.674,25.284,18.195,0.005,-2.375,-4.114,-5.15,2.131,-2.453,0.709,-8.341,9.316,0.673,11,-0.223,1,6.936,0,0,211.942,11,2,18,0,18,6,33,2,0
445,1,1,0,0,0,7,0,-2,444.44,7.515,648.994,223.214,304.393,121.387,0,1219,3,8.25,0.046323,0.0220178,0.8503413,39.295,13.228,23.078,15.153,-0.798,-3.05,-4.498,-5.259,3.208,-2.266,1.104,-8.092,9.282,0.67,10,0.053,1,18.372,0,0,193.432,10,1,18,0,18,6,32,2,0
446,1,0,0,0,0,4,2,-1,452.494,3.264,638.704,353.058,160.988,78.015,46.642,1233.303,2,8.9,0.0086385,0.0197063,0.8707877,41.379,11.53,21.82,13.712,2.436,-4.379,-5.181,-3.995,294.614,-0.979,237.784,-3.828,10.545,0.99,3,0.133,3,85.406,46.642,0,102.997,6,0,20,0,20,13,32,0,0.003
447,0,0,0,0,0,4,1,-2,434.504,1.47,633.713,378.745,161.063,81.131,12.774,1222.434,2,8.9,0.0017674,0.0198615,0.8724816,40.974,11.68,21.423,13.709,2.246,-4.153,-4.827,-3.982,294.13,-1.057,154.838,-3.818,10.403,0.822,3,0.108,3,84.28,12.774,0,103.002,6,0,20,0,20,13,31,0,0.005
448,1,0,0,0,0,6,2,-2,532.648,5.024,816.378,571.815,150.542,81.073,12.949,1577.918,1,9.2,0.0159959,0.0112693,0.8029035,53.916,14.62,24.599,12.467,4.411,-6.675,-6.692,-5.108,370.096,-1.323,198.923,-3.432,10.416,0.829,4,0.787,1,85.785,12.949,0,113.014,7,1,20,0,20,13,38,1,0
449,0,0,0,0,0,6,0,-2,394.439,1.988,592.802,266.845,230.592,80.928,14.437,1111.944,3,8.85,0.0035536,0.025858,0.8756101,35.266,11.408,21.126,15.057,1.148,-3.641,-3.922,-3.931,64.446,-1.768,30.642,-4.908,10.457,0.869,5,-0.209,3,66.05,14.437,0,129.468,6,0,17,0,17,12,28,0,0.003
